/BIC/S2REPPER,/BIC/S2COMPANY,/BIC/S2QRT2,/BIC/S2COLUMN,/BIC/S2ROW,FISCVARNT,RECORDMODE,/BIC/S2FIGURE,Column1
38668,2018015,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R1000           ,K4, ,11044271.35
38669,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0010         ,K4, ,27809470.22
38670,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0040         ,K4, ,986476.362
38671,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0080         ,K4, ,7371153.39
38672,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0100         ,K4, ,0
38673,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0110         ,K4, ,82336.8
38674,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0130         ,K4, ,17633781.2
38675,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0140         ,K4, ,2951358.744
38676,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0160         ,K4, ,328984.416
38677,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,GAR0170         ,K4, ,96114.672
38678,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0060           ,K4, ,9664909.218
38679,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0070           ,K4, ,115282228.8
38680,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0080           ,K4, ,5336540.79
38681,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0090           ,K4, ,28795946.59
38682,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0100           ,K4, ,414000
38683,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0110           ,K4, ,414000
38684,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0130           ,K4, ,66837818.72
38685,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0140           ,K4, ,62051470.63
38686,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0150           ,K4, ,4786348.098
38687,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0180           ,K4, ,12865337.62
38688,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0190           ,K4, ,14085.522
38689,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0200           ,K4, ,1018499.532
38690,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0270           ,K4, ,37018459.67
38691,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0280           ,K4, ,37018459.67
38692,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0290           ,K4, ,36816875.94
38693,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0300           ,K4, ,201583.728
38694,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0360           ,K4, ,7371153.39
38695,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0370           ,K4, ,82336.8
38696,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0380           ,K4, ,2865375.252
38697,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0410           ,K4, ,20632343.99
38698,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0420           ,K4, ,478543.752
38699,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0500           ,K4, ,193395350.8
38700,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0510           ,K4, ,101984831.8
38701,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0520           ,K4, ,100677232.8
38702,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0540           ,K4, ,96168939.74
38703,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0550           ,K4, ,4508293.032
38704,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0560           ,K4, ,1307599.044
38705,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0580           ,K4, ,1232536.896
38706,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0590           ,K4, ,75062.148
38707,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0760           ,K4, ,655970.256
38708,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0770           ,K4, ,17633781.2
38709,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0780           ,K4, ,893378.43
38710,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0790           ,K4, ,0
38711,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0820           ,K4, ,2951358.744
38712,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0830           ,K4, ,425099.088
38713,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0840           ,K4, ,4827327.66
38714,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0850           ,K4, ,3755193.6
38715,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0870           ,K4, ,3755193.6
38716,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0880           ,K4, ,624571.374
38717,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R0900           ,K4, ,133751512.2
38718,2018016,DUMMY3 ,"S,02,01,01      ",C0010           ,R1000           ,K4, ,59643838.68
38719,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0010         ,K4, ,18580611.67
38720,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0040         ,K4, ,488042.49
38721,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0050         ,K4, ,48599567.33
38722,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0080         ,K4, ,35293614.21
38723,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0100         ,K4, ,0
38724,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0110         ,K4, ,598852.278
38725,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0130         ,K4, ,17633781.2
38726,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0140         ,K4, ,9318430.338
38727,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0160         ,K4, ,3526977.258
38728,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,GAR0170         ,K4, ,660359.094
38729,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0020           ,K4, ,13542204
38730,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0030           ,K4, ,804998.13
38731,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0060           ,K4, ,8995616.748
38732,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0070           ,K4, ,105002989.9
38733,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0080           ,K4, ,5457217.308
38734,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0090           ,K4, ,19068654.16
38735,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0100           ,K4, ,414000
38736,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0110           ,K4, ,414000
38737,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0130           ,K4, ,66165195.71
38738,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0140           ,K4, ,61378847.62
38739,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0150           ,K4, ,4786348.098
38740,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0180           ,K4, ,12865337.62
38741,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0190           ,K4, ,14085.522
38742,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0200           ,K4, ,1018499.532
38743,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0230           ,K4, ,0
38744,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0270           ,K4, ,53069844.6
38745,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0280           ,K4, ,53069844.6
38746,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0360           ,K4, ,35293614.21
38747,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0370           ,K4, ,598852.278
38748,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0380           ,K4, ,2865375.252
38749,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0410           ,K4, ,20632343.99
38750,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0420           ,K4, ,378725.352
38751,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0500           ,K4, ,241184564.4
38752,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0510           ,K4, ,147146922
38753,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0520           ,K4, ,145020217
38754,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0560           ,K4, ,2126705.028
38755,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0610           ,K4, ,0
38756,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0750           ,K4, ,3743798.4
38757,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0760           ,K4, ,655970.256
38758,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0770           ,K4, ,17633781.2
38759,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0780           ,K4, ,691665.9
38760,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0790           ,K4, ,0
38761,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0820           ,K4, ,9318430.338
38762,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0830           ,K4, ,4187336.352
38763,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0840           ,K4, ,4827327.66
38764,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0850           ,K4, ,3755193.6
38765,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0870           ,K4, ,3755193.6
38766,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0880           ,K4, ,624571.374
38767,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R0900           ,K4, ,192584997.1
38768,2018016,DUMMY3 ,"S,02,01,01      ",C0020           ,R1000           ,K4, ,48599567.33
38769,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0010         ,K4, ,9228858.558
38770,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0040         ,K4, ,498433.872
38771,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0080         ,K4, ,-27922460.82
38772,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0100         ,K4, ,0
38773,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0110         ,K4, ,-516515.478
38774,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0130         ,K4, ,0
38775,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0140         ,K4, ,6367071.594
38776,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0160         ,K4, ,3197992.842
38777,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,GAR0170         ,K4, ,564244.422
38778,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0020           ,K4, ,-13542204
38779,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0030           ,K4, ,-804998.13
38780,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0060           ,K4, ,669292.47
38781,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0070           ,K4, ,10279238.92
38782,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0080           ,K4, ,-120676.518
38783,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0090           ,K4, ,9727292.43
38784,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0100           ,K4, ,0
38785,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0130           ,K4, ,672623.01
38786,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0180           ,K4, ,0
38787,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0190           ,K4, ,0
38788,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0200           ,K4, ,0
38789,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0230           ,K4, ,0
38790,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0270           ,K4, ,-16051384.93
38791,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0280           ,K4, ,-16051384.93
38792,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0290           ,K4, ,36816875.94
38793,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0300           ,K4, ,201583.728
38794,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0360           ,K4, ,-27922460.82
38795,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0370           ,K4, ,-516515.478
38796,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0380           ,K4, ,0
38797,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0410           ,K4, ,0
38798,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0420           ,K4, ,99818.4
38799,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0500           ,K4, ,-47789213.57
38800,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0510           ,K4, ,45162090.19
38801,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0520           ,K4, ,44342984.2
38802,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0560           ,K4, ,819105.984
38803,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0610           ,K4, ,0
38804,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0750           ,K4, ,3743798.4
38805,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0760           ,K4, ,0
38806,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0770           ,K4, ,0
38807,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0780           ,K4, ,-201712.53
38808,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0790           ,K4, ,0
38809,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0820           ,K4, ,6367071.594
38810,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0830           ,K4, ,3762237.264
38811,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0840           ,K4, ,0
38812,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0850           ,K4, ,0
38813,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0880           ,K4, ,0
38814,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R0900           ,K4, ,58833484.91
38815,2018016,DUMMY3 ,"S,02,01,01      ",GAC0020         ,R1000           ,K4, ,11044271.35
38816,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,ER0815          ,K4, ,3178183.584
38817,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0010         ,K4, ,30211852.66
38818,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0020         ,K4, ,0
38819,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0040         ,K4, ,985296.936
38820,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0080         ,K4, ,5118796.566
38821,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0090         ,K4, ,0
38822,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0100         ,K4, ,0
38823,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0110         ,K4, ,57113.076
38824,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0130         ,K4, ,19689506.15
38825,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0140         ,K4, ,4933642.842
38826,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0160         ,K4, ,269288.832
38827,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,GAR0170         ,K4, ,78674.268
38828,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0040           ,K4, ,0
38829,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0060           ,K4, ,12819959.03
38830,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0070           ,K4, ,128039823.3
38831,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0080           ,K4, ,5336544
38832,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0090           ,K4, ,31197149.6
38833,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0100           ,K4, ,421200
38834,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0110           ,K4, ,421200
38835,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0120           ,K4, ,0
38836,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0130           ,K4, ,78580737.6
38837,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0140           ,K4, ,71607772.2
38838,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0150           ,K4, ,6972965.4
38839,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0160           ,K4, ,0
38840,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0170           ,K4, ,0
38841,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0180           ,K4, ,11471392.99
38842,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0190           ,K4, ,0
38843,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0200           ,K4, ,1032799.128
38844,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0210           ,K4, ,0
38845,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0270           ,K4, ,38425326
38846,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0280           ,K4, ,38425326
38847,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0290           ,K4, ,38178337.8
38848,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0300           ,K4, ,246988.2
38849,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0360           ,K4, ,5118796.566
38850,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0370           ,K4, ,57113.076
38851,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0380           ,K4, ,2961342.138
38852,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0390           ,K4, ,0
38853,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0410           ,K4, ,15928480.78
38854,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0420           ,K4, ,672700.14
38855,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0500           ,K4, ,204023541
38856,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0510           ,K4, ,102633274.8
38857,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0520           ,K4, ,101189537.4
38858,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0540           ,K4, ,96532568.4
38859,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0550           ,K4, ,4656969
38860,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0560           ,K4, ,1443737.4
38861,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0580           ,K4, ,1363000.8
38862,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0590           ,K4, ,80736.6
38863,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0760           ,K4, ,652056.768
38864,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0770           ,K4, ,19689506.15
38865,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0780           ,K4, ,4683.24
38866,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0790           ,K4, ,2786.886
38867,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0810           ,K4, ,3178183.584
38868,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0820           ,K4, ,4933642.842
38869,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0830           ,K4, ,347963.1
38870,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0840           ,K4, ,5297734.8
38871,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0850           ,K4, ,3755193.6
38872,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0870           ,K4, ,3755193.6
38873,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0880           ,K4, ,17775.342
38874,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R0900           ,K4, ,140512801.1
38875,2019003,DUMMY3 ,S.02.01.02      ,C0010           ,R1000           ,K4, ,63510739.93
38876,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,ER0815          ,K4, ,3178183.584
38877,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0010         ,K4, ,18580611.67
38878,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0020         ,K4, ,0
38879,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0040         ,K4, ,488042.49
38880,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0050         ,K4, ,51541933.65
38881,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0080         ,K4, ,40022520.99
38882,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0090         ,K4, ,0
38883,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0100         ,K4, ,0
38884,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0110         ,K4, ,415395.018
38885,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0130         ,K4, ,19689506.15
38886,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0140         ,K4, ,11788363.85
38887,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0160         ,K4, ,2886992.622
38888,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,GAR0170         ,K4, ,540534.204
38889,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0020           ,K4, ,15710875.8
38890,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0030           ,K4, ,901844.4
38891,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0040           ,K4, ,0
38892,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0060           ,K4, ,12162969.95
38893,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0070           ,K4, ,115175163.6
38894,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0080           ,K4, ,5457217.308
38895,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0090           ,K4, ,19068654.16
38896,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0100           ,K4, ,421200
38897,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0110           ,K4, ,421200
38898,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0120           ,K4, ,0
38899,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0130           ,K4, ,77723900.01
38900,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0140           ,K4, ,70750934.61
38901,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0150           ,K4, ,6972965.4
38902,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0160           ,K4, ,0
38903,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0180           ,K4, ,11471392.99
38904,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0190           ,K4, ,0
38905,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0200           ,K4, ,1032799.128
38906,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0210           ,K4, ,0
38907,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0270           ,K4, ,53563254
38908,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0280           ,K4, ,53563254
38909,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0360           ,K4, ,40022520.99
38910,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0370           ,K4, ,415395.018
38911,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0380           ,K4, ,2961342.138
38912,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0390           ,K4, ,0
38913,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0410           ,K4, ,15928480.78
38914,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0420           ,K4, ,593751.894
38915,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0500           ,K4, ,257435598.6
38916,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0510           ,K4, ,154318312.2
38917,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0750           ,K4, ,3743798.4
38918,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0760           ,K4, ,652056.768
38919,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0770           ,K4, ,19689506.15
38920,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0780           ,K4, ,22426.482
38921,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0790           ,K4, ,2786.886
38922,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0810           ,K4, ,3178183.584
38923,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0820           ,K4, ,11788363.85
38924,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0830           ,K4, ,3427526.826
38925,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0840           ,K4, ,5297734.8
38926,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0850           ,K4, ,3755193.6
38927,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0880           ,K4, ,17775.342
38928,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R0900           ,K4, ,205893664.9
38929,2019003,DUMMY3 ,S.02.01.02      ,GAC0010         ,R1000           ,K4, ,51541933.65
38930,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,ER0815          ,K4, ,0
38931,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0010         ,K4, ,11631241
38932,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0020         ,K4, ,0
38933,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0040         ,K4, ,497254.446
38934,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0080         ,K4, ,-34903724.42
38935,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0090         ,K4, ,0
38936,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0100         ,K4, ,0
38937,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0110         ,K4, ,-358281.942
38938,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0130         ,K4, ,0
38939,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0140         ,K4, ,6854721.012
38940,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0160         ,K4, ,2617703.79
38941,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,GAR0170         ,K4, ,461859.936
38942,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,R0020           ,K4, ,-15710875.8
38943,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,R0030           ,K4, ,-901844.4
38944,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,R0040           ,K4, ,0
38945,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,R0060           ,K4, ,656989.08
38946,2019003,DUMMY3 ,S.02.01.02      ,GAC0020         ,R0070           ,K4, ,12864659.72
